tmpl_xid,attribute,value
tmpl_000YB_0002,Size,33
tmpl_000YB_0002,Size,34
tmpl_000YB_0002,Size,36
tmpl_000YB_0002,Size,38
tmpl_000YB_0002,Size,40
tmpl_000YB_0002,Size,42
tmpl_000YB_0002,Size,44
tmpl_000YB_0002,Inseam,10
tmpl_000YB_0003,Size,28
tmpl_000YB_0003,Size,29
tmpl_000YB_0003,Size,30
tmpl_000YB_0003,Size,31
tmpl_000YB_0003,Size,32
tmpl_000YB_0003,Size,33
tmpl_000YB_0003,Size,34
tmpl_000YB_0003,Size,36
tmpl_000YB_0003,Size,38
tmpl_000YB_0003,Size,40
tmpl_000YB_0003,Size,42
tmpl_000YB_0003,Inseam,10
tmpl_0010P_0002,Size,L
tmpl_0010P_0002,Size,M
tmpl_0010P_0002,Size,S
tmpl_0010P_0002,Size,XL
tmpl_0010P_0002,Size,XS
tmpl_0010P_0002,Size,XXL
tmpl_0010P_0004,Size,L
tmpl_0010P_0004,Size,M
tmpl_0010P_0004,Size,S
tmpl_0010P_0004,Size,XL
tmpl_0010P_0004,Size,XS
tmpl_0010P_0004,Size,XXL
tmpl_0010P_0019,Size,L
tmpl_0010P_0019,Size,M
tmpl_0010P_0019,Size,S
tmpl_0010P_0019,Size,XL
tmpl_0010P_0019,Size,XS
tmpl_0012N_0009,Size,L
tmpl_0012N_0009,Size,M
tmpl_0012N_0009,Size,S
tmpl_0012N_0009,Size,XL
tmpl_0012N_0009,Size,XS
tmpl_0012Z_0001,Size,L
tmpl_0012Z_0001,Size,M
tmpl_0012Z_0001,Size,S
tmpl_0012Z_0001,Size,XL
tmpl_0012Z_0001,Size,XS
tmpl_0012Z_0001,Size,XXL
tmpl_0012Z_0005,Size,L
tmpl_0012Z_0005,Size,M
tmpl_0012Z_0005,Size,S
tmpl_0012Z_0005,Size,XS
tmpl_0013A_0000,Size,L
tmpl_0013A_0000,Size,M
tmpl_0013A_0000,Size,S
tmpl_0013A_0000,Size,XL
tmpl_0013A_0000,Size,XS
tmpl_0013G_0000,Size,L
tmpl_0013G_0000,Size,M
tmpl_0013G_0000,Size,S
tmpl_0013G_0000,Size,XL
tmpl_0013G_0000,Size,XS
tmpl_0013G_0000,Size,XXL
tmpl_0013G_0004,Size,L
tmpl_0013G_0004,Size,M
tmpl_0013G_0004,Size,S
tmpl_0013G_0004,Size,XL
tmpl_0013G_0006,Size,L
tmpl_0013G_0006,Size,M
tmpl_0013G_0006,Size,S
tmpl_0013G_0006,Size,XL
tmpl_0013I_0003,Size,L
tmpl_0013I_0003,Size,M
tmpl_0013I_0003,Size,S
tmpl_0013I_0003,Size,XL
tmpl_0013I_0003,Size,XS
tmpl_0013I_0003,Size,XXL
tmpl_0013I_0008,Size,L
tmpl_0013I_0008,Size,M
tmpl_0013I_0008,Size,S
tmpl_0013I_0008,Size,XL
tmpl_0013I_0008,Size,XS
tmpl_001B4_0002,Size,L
tmpl_001B4_0002,Size,M
tmpl_001B4_0002,Size,S
tmpl_001B4_0002,Size,XL
tmpl_001B4_0002,Size,XS
tmpl_001B4_0002,Size,XXL
tmpl_001B4_0003,Size,L
tmpl_001B4_0003,Size,M
tmpl_001B4_0003,Size,S
tmpl_001B4_0003,Size,XL
tmpl_001B4_0003,Size,XS
tmpl_001B4_0003,Size,XXL
tmpl_001B4_0004,Size,L
tmpl_001B4_0004,Size,M
tmpl_001B4_0004,Size,S
tmpl_001B4_0004,Size,XL
tmpl_001B4_0004,Size,XS
tmpl_001B4_0004,Size,XXL
tmpl_001EE_0001,Size,2XL
tmpl_001EE_0001,Size,3XL
tmpl_001EE_0001,Size,L
tmpl_001EE_0001,Size,M
tmpl_001EE_0001,Size,S
tmpl_001EE_0001,Size,XL
tmpl_001EE_0001,Size,XS
tmpl_001EE_0001,Size,XXL
tmpl_001EE_0005,Size,2XL
tmpl_001EE_0005,Size,L
tmpl_001EE_0005,Size,M
tmpl_001EE_0005,Size,S
tmpl_001EE_0005,Size,XL
tmpl_001EE_0005,Size,XS
tmpl_001EE_0005,Size,XXL
tmpl_001EK_0002,Size,L
tmpl_001EK_0002,Size,M
tmpl_001EK_0002,Size,S
tmpl_001EK_0002,Size,XL
tmpl_001EK_0002,Size,XS
tmpl_001EK_0003,Size,2XL
tmpl_001EK_0003,Size,3XL
tmpl_001EK_0003,Size,L
tmpl_001EK_0003,Size,M
tmpl_001EK_0003,Size,S
tmpl_001EK_0003,Size,XL
tmpl_001EK_0003,Size,XS
tmpl_001EK_0003,Size,XXL
tmpl_001EK_0003,Size,XXS
tmpl_001EK_0004,Size,2XL
tmpl_001EK_0004,Size,3XL
tmpl_001EK_0004,Size,L
tmpl_001EK_0004,Size,M
tmpl_001EK_0004,Size,S
tmpl_001EK_0004,Size,XL
tmpl_001EK_0004,Size,XS
tmpl_001EK_0004,Size,XXL
tmpl_001EK_0004,Size,XXS
tmpl_001FH_0000,Size,L
tmpl_001FH_0000,Size,M
tmpl_001FH_0000,Size,S
tmpl_001FH_0000,Size,XL
tmpl_001FH_0000,Size,XS
tmpl_001FH_0001,Size,L
tmpl_001FH_0001,Size,M
tmpl_001FH_0001,Size,S
tmpl_001FH_0001,Size,XL
tmpl_001FH_0001,Size,XS
tmpl_001FH_0001,Size,XXL
tmpl_001FH_0002,Size,L
tmpl_001FH_0002,Size,M
tmpl_001FH_0002,Size,S
tmpl_001FH_0002,Size,XL
tmpl_001FH_0002,Size,XS
tmpl_001FH_0002,Size,XXL
tmpl_001FI_0002,Size,2XL
tmpl_001FI_0002,Size,3XL
tmpl_001FI_0002,Size,L
tmpl_001FI_0002,Size,M
tmpl_001FI_0002,Size,S
tmpl_001FI_0002,Size,XL
tmpl_001FI_0002,Size,XS
tmpl_001FI_0002,Size,XXL
tmpl_001FI_0002,Size,XXS
tmpl_001FN_0000,Size,L
tmpl_001FN_0000,Size,M
tmpl_001FN_0000,Size,S
tmpl_001FN_0000,Size,XL
tmpl_001FN_0000,Size,XS
tmpl_001FN_0000,Size,XXS
tmpl_001FR_0004,Size,L
tmpl_001FR_0004,Size,M
tmpl_001FR_0004,Size,S
tmpl_001FR_0004,Size,XL
tmpl_001FR_0004,Size,XS
tmpl_001FR_0004,Size,XXL
tmpl_001FR_0004,Size,XXS
tmpl_001FW_0002,Size,M
tmpl_001FW_0002,Size,S
tmpl_001FW_0002,Size,XS
tmpl_001FX_0001,Size,L
tmpl_001FX_0001,Size,M
tmpl_001FX_0001,Size,S
tmpl_001FX_0001,Size,XL
tmpl_001FX_0001,Size,XS
tmpl_001FX_0001,Size,XXL
tmpl_001FX_0001,Size,XXS
tmpl_001FX_0002,Size,L
tmpl_001FX_0002,Size,M
tmpl_001FX_0002,Size,S
tmpl_001FX_0002,Size,XL
tmpl_001FX_0002,Size,XS
tmpl_001FX_0002,Size,XXL
tmpl_001FX_0002,Size,XXS
tmpl_001G5_0000,Size,L
tmpl_001G5_0000,Size,M
tmpl_001G5_0000,Size,S
tmpl_001G5_0000,Size,XL
tmpl_001G5_0000,Size,XS
tmpl_001G5_0000,Size,XXL
tmpl_001G5_0001,Size,L
tmpl_001G5_0001,Size,M
tmpl_001G5_0001,Size,S
tmpl_001G5_0001,Size,XL
tmpl_001G5_0001,Size,XS
tmpl_001G5_0001,Size,XXL
tmpl_001G5_0005,Size,L
tmpl_001G5_0005,Size,M
tmpl_001G5_0005,Size,S
tmpl_001G5_0005,Size,XL
tmpl_001G5_0005,Size,XS
tmpl_001G5_0005,Size,XXL
tmpl_001G8_0008,Size,L
tmpl_001G8_0008,Size,M
tmpl_001G8_0008,Size,S
tmpl_001G8_0008,Size,XL
tmpl_001G8_0008,Size,XS
tmpl_001G8_0008,Size,XXL
tmpl_001G8_0010,Size,L
tmpl_001G8_0010,Size,M
tmpl_001G8_0010,Size,S
tmpl_001G8_0010,Size,XL
tmpl_001G8_0010,Size,XS
tmpl_001G8_0010,Size,XXL
tmpl_001G8_0013,Size,L
tmpl_001G8_0013,Size,M
tmpl_001G8_0013,Size,S
tmpl_001G8_0013,Size,XL
tmpl_001G8_0013,Size,XS
tmpl_001GU_0003,Size,24
tmpl_001GU_0003,Size,25
tmpl_001GU_0003,Size,26
tmpl_001GU_0003,Size,27
tmpl_001GU_0003,Size,28
tmpl_001GU_0003,Size,29
tmpl_001GU_0003,Size,30
tmpl_001GU_0003,Size,31
tmpl_001GU_0003,Size,32
tmpl_001GU_0003,Size,33
tmpl_001GU_0003,Size,34
tmpl_001GU_0003,Size,36
tmpl_001GU_0003,Size,38
tmpl_001GU_0003,Size,40
tmpl_001GU_0003,Size,42
tmpl_001GU_0003,Size,44
tmpl_001GU_0003,Inseam,12
tmpl_001GU_0004,Size,28
tmpl_001GU_0004,Size,29
tmpl_001GU_0004,Size,30
tmpl_001GU_0004,Size,31
tmpl_001GU_0004,Size,32
tmpl_001GU_0004,Size,33
tmpl_001GU_0004,Size,34
tmpl_001GU_0004,Size,36
tmpl_001GU_0004,Size,38
tmpl_001GU_0004,Size,40
tmpl_001GU_0004,Size,42
tmpl_001GU_0004,Size,44
tmpl_001GU_0004,Inseam,12
tmpl_001GU_0012,Size,26
tmpl_001GU_0012,Size,28
tmpl_001GU_0012,Size,29
tmpl_001GU_0012,Size,30
tmpl_001GU_0012,Size,31
tmpl_001GU_0012,Size,32
tmpl_001GU_0012,Size,34
tmpl_001GU_0012,Size,36
tmpl_001GU_0012,Size,38
tmpl_001GU_0012,Size,40
tmpl_001GU_0012,Inseam,12
tmpl_001GU_0015,Size,28
tmpl_001GU_0015,Size,29
tmpl_001GU_0015,Size,30
tmpl_001GU_0015,Size,31
tmpl_001GU_0015,Size,32
tmpl_001GU_0015,Size,33
tmpl_001GU_0015,Size,34
tmpl_001GU_0015,Size,36
tmpl_001GU_0015,Size,38
tmpl_001GU_0015,Size,40
tmpl_001GU_0015,Inseam,12
tmpl_001GU_0016,Size,24
tmpl_001GU_0016,Size,25
tmpl_001GU_0016,Size,26
tmpl_001GU_0016,Size,27
tmpl_001GU_0016,Size,28
tmpl_001GU_0016,Size,29
tmpl_001GU_0016,Size,30
tmpl_001GU_0016,Size,31
tmpl_001GU_0016,Size,32
tmpl_001GU_0016,Size,33
tmpl_001GU_0016,Size,34
tmpl_001GU_0016,Size,36
tmpl_001GU_0016,Size,38
tmpl_001GU_0016,Size,40
tmpl_001GU_0016,Size,42
tmpl_001GU_0016,Size,44
tmpl_001GU_0016,Inseam,12
tmpl_001GU_0016,Inseam,9
tmpl_001HG_0000,Size,L
tmpl_001HG_0000,Size,M
tmpl_001HG_0000,Size,S
tmpl_001HG_0000,Size,XL
tmpl_001HG_0000,Size,XS
tmpl_001HG_0000,Size,XXL
tmpl_001HG_0000,Size,XXS
tmpl_001HG_0001,Size,L
tmpl_001HG_0001,Size,M
tmpl_001HG_0001,Size,S
tmpl_001HG_0001,Size,XL
tmpl_001HG_0001,Size,XS
tmpl_001HG_0001,Size,XXL
tmpl_001HG_0001,Size,XXS
tmpl_001HG_0003,Size,L
tmpl_001HG_0003,Size,M
tmpl_001HG_0003,Size,S
tmpl_001HG_0003,Size,XL
tmpl_001HG_0003,Size,XS
tmpl_001HG_0003,Size,XXL
tmpl_001HG_0003,Size,XXS
tmpl_001HM_0000,Size,L
tmpl_001HM_0000,Size,M
tmpl_001HM_0000,Size,S
tmpl_001HM_0000,Size,XL
tmpl_001HM_0000,Size,XS
tmpl_001HM_0000,Size,XXL
tmpl_001HM_0000,Size,XXS
tmpl_001HM_0001,Size,L
tmpl_001HM_0001,Size,M
tmpl_001HM_0001,Size,S
tmpl_001HM_0001,Size,XL
tmpl_001HM_0001,Size,XS
tmpl_001HM_0001,Size,XXS
tmpl_001HM_0003,Size,L
tmpl_001HM_0003,Size,M
tmpl_001HM_0003,Size,S
tmpl_001HM_0003,Size,XL
tmpl_001HM_0003,Size,XS
tmpl_001HM_0003,Size,XXL
tmpl_001HM_0003,Size,XXS
tmpl_001HM_0005,Size,L
tmpl_001HM_0005,Size,M
tmpl_001HM_0005,Size,S
tmpl_001HM_0005,Size,XL
tmpl_001HM_0005,Size,XS
tmpl_001HM_0005,Size,XXL
tmpl_001HM_0005,Size,XXS
tmpl_001HM_0009,Size,L
tmpl_001HM_0009,Size,M
tmpl_001HM_0009,Size,S
tmpl_001HM_0009,Size,XL
tmpl_001HM_0009,Size,XS
tmpl_001HM_0009,Size,XXS
tmpl_001HM_0010,Size,L
tmpl_001HM_0010,Size,M
tmpl_001HM_0010,Size,S
tmpl_001HM_0010,Size,XL
tmpl_001HM_0010,Size,XS
tmpl_001HM_0010,Size,XXL
tmpl_001HM_0010,Size,XXS
tmpl_001HM_0012,Size,L
tmpl_001HM_0012,Size,M
tmpl_001HM_0012,Size,S
tmpl_001HM_0012,Size,XL
tmpl_001HM_0012,Size,XS
tmpl_001HM_0012,Size,XXL
tmpl_001HM_0012,Size,XXS
tmpl_001HM_0013,Size,L
tmpl_001HM_0013,Size,M
tmpl_001HM_0013,Size,S
tmpl_001HM_0013,Size,XL
tmpl_001HM_0013,Size,XS
tmpl_001HM_0013,Size,XXL
tmpl_001HM_0013,Size,XXS
tmpl_001HM_0014,Size,L
tmpl_001HM_0014,Size,M
tmpl_001HM_0014,Size,S
tmpl_001HM_0014,Size,XS
tmpl_001HM_0015,Size,L
tmpl_001HM_0015,Size,M
tmpl_001HM_0015,Size,S
tmpl_001HM_0015,Size,XS
tmpl_001HM_0017,Size,L
tmpl_001HM_0017,Size,M
tmpl_001HM_0017,Size,S
tmpl_001HM_0017,Size,XS
tmpl_001HM_0019,Size,L
tmpl_001HM_0019,Size,M
tmpl_001HM_0019,Size,S
tmpl_001HM_0019,Size,XS
tmpl_001HM_0021,Size,L
tmpl_001HM_0021,Size,M
tmpl_001HM_0021,Size,S
tmpl_001HM_0021,Size,XL
tmpl_001HM_0021,Size,XS
tmpl_001HM_0021,Size,XXS
tmpl_001HM_0024,Size,L
tmpl_001HM_0024,Size,M
tmpl_001HM_0024,Size,S
tmpl_001HM_0024,Size,XS
tmpl_001HM_0027,Size,L
tmpl_001HM_0027,Size,M
tmpl_001HM_0027,Size,S
tmpl_001HM_0027,Size,XL
tmpl_001HM_0027,Size,XS
tmpl_001HM_0027,Size,XXS
tmpl_001HM_0028,Size,L
tmpl_001HM_0028,Size,M
tmpl_001HM_0028,Size,S
tmpl_001HM_0028,Size,XL
tmpl_001HM_0028,Size,XS
tmpl_001HM_0028,Size,XXS
tmpl_001HM_0029,Size,L
tmpl_001HM_0029,Size,M
tmpl_001HM_0029,Size,S
tmpl_001HM_0029,Size,XL
tmpl_001HM_0029,Size,XS
tmpl_001HM_0029,Size,XXS
tmpl_001HN_0000,Size,L
tmpl_001HN_0000,Size,M
tmpl_001HN_0000,Size,S
tmpl_001HN_0000,Size,XL
tmpl_001HN_0000,Size,XS
tmpl_001HN_0000,Size,XXL
tmpl_001HN_0001,Size,L
tmpl_001HN_0001,Size,M
tmpl_001HN_0001,Size,S
tmpl_001HN_0001,Size,XS
tmpl_001HN_0002,Size,L
tmpl_001HN_0002,Size,M
tmpl_001HN_0002,Size,S
tmpl_001HN_0002,Size,XL
tmpl_001HN_0002,Size,XS
tmpl_001HN_0002,Size,XXL
tmpl_001HN_0002,Size,XXS
tmpl_001HO_0000,Size,L
tmpl_001HO_0000,Size,M
tmpl_001HO_0000,Size,S
tmpl_001HO_0000,Size,XL
tmpl_001HO_0000,Size,XS
tmpl_001HO_0000,Size,XXL
tmpl_001HO_0000,Size,XXS
tmpl_001HO_0002,Size,L
tmpl_001HO_0002,Size,M
tmpl_001HO_0002,Size,S
tmpl_001HO_0002,Size,XL
tmpl_001HO_0002,Size,XS
tmpl_001HO_0002,Size,XXL
tmpl_001HO_0002,Size,XXS
tmpl_001HR_0000,Size,L
tmpl_001HR_0000,Size,M
tmpl_001HR_0000,Size,S
tmpl_001HR_0000,Size,XL
tmpl_001HR_0000,Size,XS
tmpl_001HR_0000,Size,XXL
tmpl_001HS_0000,Size,L
tmpl_001HS_0000,Size,M
tmpl_001HS_0000,Size,S
tmpl_001HS_0000,Size,XL
tmpl_001HS_0000,Size,XS
tmpl_001HS_0000,Size,XXL
tmpl_001HS_0000,Size,XXS
tmpl_001HS_0001,Size,L
tmpl_001HS_0001,Size,M
tmpl_001HS_0001,Size,S
tmpl_001HS_0001,Size,XL
tmpl_001HS_0001,Size,XS
tmpl_001HS_0001,Size,XXL
tmpl_001HS_0001,Size,XXS
tmpl_001HT_0000,Size,L
tmpl_001HT_0000,Size,M
tmpl_001HT_0000,Size,S
tmpl_001HT_0000,Size,XS
tmpl_001HW_0000,Size,L
tmpl_001HW_0000,Size,M
tmpl_001HW_0000,Size,S
tmpl_001HW_0000,Size,XL
tmpl_001HW_0000,Size,XS
tmpl_001HW_0000,Size,XXL
tmpl_001I0_0001,Size,L
tmpl_001I0_0001,Size,M
tmpl_001I0_0001,Size,S
tmpl_001I0_0001,Size,XL
tmpl_001I0_0001,Size,XS
tmpl_001I0_0001,Size,XXL
tmpl_001IA_0002,Size,L
tmpl_001IA_0002,Size,M
tmpl_001IA_0002,Size,S
tmpl_001IA_0002,Size,XL
tmpl_001IA_0002,Size,XS
tmpl_001IA_0003,Size,L
tmpl_001IA_0003,Size,M
tmpl_001IA_0003,Size,S
tmpl_001IA_0003,Size,XL
tmpl_001IA_0003,Size,XS
tmpl_001JM_0000,Size,26
tmpl_001JM_0000,Size,28
tmpl_001JM_0000,Size,29
tmpl_001JM_0000,Size,30
tmpl_001JM_0000,Size,31
tmpl_001JM_0000,Size,32
tmpl_001JM_0000,Size,33
tmpl_001JM_0000,Size,34
tmpl_001JM_0000,Size,36
tmpl_001JM_0000,Size,38
tmpl_001JM_0000,Size,40
tmpl_001JM_0000,Size,42
tmpl_001JM_0000,Size,44
tmpl_001JM_0000,Inseam,12
tmpl_001JM_0005,Size,26
tmpl_001JM_0005,Size,28
tmpl_001JM_0005,Size,29
tmpl_001JM_0005,Size,30
tmpl_001JM_0005,Size,31
tmpl_001JM_0005,Size,32
tmpl_001JM_0005,Size,33
tmpl_001JM_0005,Size,34
tmpl_001JM_0005,Size,36
tmpl_001JM_0005,Size,38
tmpl_001JM_0005,Size,40
tmpl_001JM_0005,Size,42
tmpl_001JM_0005,Size,44
tmpl_001JM_0005,Inseam,12
tmpl_001JM_0009,Size,24
tmpl_001JM_0009,Size,25
tmpl_001JM_0009,Size,26
tmpl_001JM_0009,Size,27
tmpl_001JM_0009,Size,28
tmpl_001JM_0009,Size,29
tmpl_001JM_0009,Size,30
tmpl_001JM_0009,Size,31
tmpl_001JM_0009,Size,32
tmpl_001JM_0009,Size,33
tmpl_001JM_0009,Size,34
tmpl_001JM_0009,Size,36
tmpl_001JM_0009,Size,38
tmpl_001JM_0009,Size,40
tmpl_001JM_0009,Size,42
tmpl_001JM_0009,Size,44
tmpl_001JM_0009,Inseam,12
tmpl_001JM_0013,Size,28
tmpl_001JM_0013,Size,29
tmpl_001JM_0013,Size,30
tmpl_001JM_0013,Size,31
tmpl_001JM_0013,Size,32
tmpl_001JM_0013,Size,33
tmpl_001JM_0013,Size,34
tmpl_001JM_0013,Size,36
tmpl_001JM_0013,Size,38
tmpl_001JM_0013,Size,40
tmpl_001JM_0013,Size,42
tmpl_001JM_0013,Inseam,12
tmpl_001JO_0003,Size,23
tmpl_001JO_0003,Size,24
tmpl_001JO_0003,Size,25
tmpl_001JO_0003,Size,26
tmpl_001JO_0003,Size,27
tmpl_001JO_0003,Size,28
tmpl_001JO_0003,Size,29
tmpl_001JO_0003,Size,30
tmpl_001JO_0003,Size,31
tmpl_001JO_0003,Size,32
tmpl_001JO_0003,Size,34
tmpl_001JO_0004,Size,23
tmpl_001JO_0004,Size,24
tmpl_001JO_0004,Size,25
tmpl_001JO_0004,Size,26
tmpl_001JO_0004,Size,27
tmpl_001JO_0004,Size,28
tmpl_001JO_0004,Size,29
tmpl_001JO_0004,Size,30
tmpl_001JO_0004,Size,31
tmpl_001JO_0004,Size,32
tmpl_001JO_0004,Size,34
tmpl_001JU_0000,Size,S
tmpl_001JU_0001,Size,L
tmpl_001JU_0001,Size,M
tmpl_001JU_0001,Size,S
tmpl_001JU_0001,Size,XL
tmpl_001JU_0001,Size,XS
tmpl_001JU_0001,Size,XXL
tmpl_001JU_0001,Size,XXS
tmpl_001JU_0002,Size,L
tmpl_001JU_0002,Size,M
tmpl_001JU_0002,Size,S
tmpl_001JU_0002,Size,XL
tmpl_001JU_0002,Size,XS
tmpl_001JX_0001,Size,L
tmpl_001JX_0001,Size,M
tmpl_001JX_0001,Size,S
tmpl_001JX_0001,Size,XL
tmpl_001JX_0001,Size,XS
tmpl_001JX_0003,Size,L
tmpl_001JX_0003,Size,M
tmpl_001JX_0003,Size,S
tmpl_001JX_0003,Size,XL
tmpl_001JX_0003,Size,XS
tmpl_001K3_0000,Size,L
tmpl_001K3_0000,Size,M
tmpl_001K3_0000,Size,S
tmpl_001K3_0000,Size,XL
tmpl_001K3_0000,Size,XS
tmpl_001K3_0003,Size,L
tmpl_001K3_0003,Size,M
tmpl_001K3_0003,Size,S
tmpl_001K3_0003,Size,XL
tmpl_001K3_0003,Size,XS
tmpl_001K3_0003,Size,XXL
tmpl_001K5_0005,Size,28
tmpl_001K5_0005,Size,29
tmpl_001K5_0005,Size,30
tmpl_001K5_0005,Size,31
tmpl_001K5_0005,Size,32
tmpl_001K5_0005,Size,33
tmpl_001K5_0005,Size,34
tmpl_001K5_0005,Size,36
tmpl_001K5_0005,Size,38
tmpl_001K5_0005,Size,40
tmpl_001K5_0005,Size,42
tmpl_001K5_0005,Inseam,30
tmpl_001K5_0005,Inseam,32
tmpl_001K5_0005,Inseam,34
tmpl_001K5_0006,Size,28
tmpl_001K5_0006,Size,29
tmpl_001K5_0006,Size,30
tmpl_001K5_0006,Size,31
tmpl_001K5_0006,Size,32
tmpl_001K5_0006,Size,33
tmpl_001K5_0006,Size,34
tmpl_001K5_0006,Size,36
tmpl_001K5_0006,Size,38
tmpl_001K5_0006,Size,40
tmpl_001K5_0006,Inseam,30
tmpl_001K5_0006,Inseam,32
tmpl_001K5_0006,Inseam,34
tmpl_001K5_0010,Size,28
tmpl_001K5_0010,Size,29
tmpl_001K5_0010,Size,30
tmpl_001K5_0010,Size,31
tmpl_001K5_0010,Size,32
tmpl_001K5_0010,Size,33
tmpl_001K5_0010,Size,34
tmpl_001K5_0010,Size,36
tmpl_001K5_0010,Size,38
tmpl_001K5_0010,Size,40
tmpl_001K5_0010,Inseam,32
tmpl_001K6_0000,Size,28
tmpl_001K6_0000,Size,29
tmpl_001K6_0000,Size,30
tmpl_001K6_0000,Size,31
tmpl_001K6_0000,Size,32
tmpl_001K6_0000,Size,33
tmpl_001K6_0000,Size,34
tmpl_001K6_0000,Size,36
tmpl_001K6_0000,Size,38
tmpl_001K6_0000,Size,40
tmpl_001K6_0000,Inseam,30
tmpl_001K6_0000,Inseam,32
tmpl_001K6_0000,Inseam,34
tmpl_001K6_0001,Size,28
tmpl_001K6_0001,Size,29
tmpl_001K6_0001,Size,30
tmpl_001K6_0001,Size,31
tmpl_001K6_0001,Size,32
tmpl_001K6_0001,Size,33
tmpl_001K6_0001,Size,34
tmpl_001K6_0001,Size,35
tmpl_001K6_0001,Size,36
tmpl_001K6_0001,Size,38
tmpl_001K6_0001,Size,40
tmpl_001K6_0001,Inseam,28
tmpl_001K6_0001,Inseam,30
tmpl_001K6_0001,Inseam,31
tmpl_001K6_0001,Inseam,32
tmpl_001K6_0001,Inseam,34
tmpl_001K6_0002,Size,28
tmpl_001K6_0002,Size,29
tmpl_001K6_0002,Size,30
tmpl_001K6_0002,Size,31
tmpl_001K6_0002,Size,32
tmpl_001K6_0002,Size,33
tmpl_001K6_0002,Size,34
tmpl_001K6_0002,Size,36
tmpl_001K6_0002,Size,38
tmpl_001K6_0002,Inseam,30
tmpl_001K6_0002,Inseam,32
tmpl_001K9_0000,Size,28
tmpl_001K9_0000,Size,29
tmpl_001K9_0000,Size,30
tmpl_001K9_0000,Size,31
tmpl_001K9_0000,Size,32
tmpl_001K9_0000,Size,33
tmpl_001K9_0000,Size,34
tmpl_001K9_0000,Size,36
tmpl_001K9_0000,Size,38
tmpl_001K9_0000,Size,40
tmpl_001K9_0000,Size,42
tmpl_001K9_0000,Inseam,30
tmpl_001K9_0000,Inseam,32
tmpl_001K9_0000,Inseam,34
tmpl_001K9_0001,Size,28
tmpl_001K9_0001,Size,29
tmpl_001K9_0001,Size,30
tmpl_001K9_0001,Size,31
tmpl_001K9_0001,Size,32
tmpl_001K9_0001,Size,33
tmpl_001K9_0001,Size,34
tmpl_001K9_0001,Size,36
tmpl_001K9_0001,Size,38
tmpl_001K9_0001,Size,40
tmpl_001K9_0001,Size,42
tmpl_001K9_0001,Inseam,30
tmpl_001K9_0001,Inseam,32
tmpl_001K9_0003,Size,26
tmpl_001K9_0003,Size,27
tmpl_001K9_0003,Size,28
tmpl_001K9_0003,Size,29
tmpl_001K9_0003,Size,30
tmpl_001K9_0003,Size,31
tmpl_001K9_0003,Size,32
tmpl_001K9_0003,Size,33
tmpl_001K9_0003,Size,34
tmpl_001K9_0003,Size,35
tmpl_001K9_0003,Size,36
tmpl_001K9_0003,Size,38
tmpl_001K9_0003,Size,40
tmpl_001K9_0003,Size,42
tmpl_001K9_0003,Size,44
tmpl_001K9_0003,Inseam,28
tmpl_001K9_0003,Inseam,29
tmpl_001K9_0003,Inseam,30
tmpl_001K9_0003,Inseam,31
tmpl_001K9_0003,Inseam,32
tmpl_001K9_0003,Inseam,33
tmpl_001K9_0003,Inseam,34
tmpl_001K9_0003,Inseam,35
tmpl_001K9_0003,Inseam,36
tmpl_001K9_0004,Size,28
tmpl_001K9_0004,Size,29
tmpl_001K9_0004,Size,30
tmpl_001K9_0004,Size,31
tmpl_001K9_0004,Size,32
tmpl_001K9_0004,Size,33
tmpl_001K9_0004,Size,34
tmpl_001K9_0004,Size,36
tmpl_001K9_0004,Size,38
tmpl_001K9_0004,Size,40
tmpl_001K9_0004,Inseam,30
tmpl_001K9_0004,Inseam,32
tmpl_001K9_0004,Inseam,34
tmpl_001KF_0000,Size,28
tmpl_001KF_0000,Size,29
tmpl_001KF_0000,Size,30
tmpl_001KF_0000,Size,31
tmpl_001KF_0000,Size,32
tmpl_001KF_0000,Size,33
tmpl_001KF_0000,Size,34
tmpl_001KF_0000,Size,36
tmpl_001KF_0000,Size,38
tmpl_001KF_0000,Size,40
tmpl_001KF_0000,Size,42
tmpl_001KF_0000,Inseam,8
tmpl_001KF_0002,Size,28
tmpl_001KF_0002,Size,29
tmpl_001KF_0002,Size,30
tmpl_001KF_0002,Size,31
tmpl_001KF_0002,Size,32
tmpl_001KF_0002,Size,33
tmpl_001KF_0002,Size,34
tmpl_001KF_0002,Size,36
tmpl_001KF_0002,Size,38
tmpl_001KF_0002,Size,40
tmpl_001KF_0002,Inseam,8
tmpl_001KF_0004,Size,28
tmpl_001KF_0004,Size,29
tmpl_001KF_0004,Size,30
tmpl_001KF_0004,Size,31
tmpl_001KF_0004,Size,32
tmpl_001KF_0004,Size,33
tmpl_001KF_0004,Size,34
tmpl_001KF_0004,Size,36
tmpl_001KF_0004,Size,38
tmpl_001KF_0004,Size,40
tmpl_001KF_0004,Inseam,8
tmpl_001KG_0009,Size,28
tmpl_001KG_0009,Size,29
tmpl_001KG_0009,Size,30
tmpl_001KG_0009,Size,31
tmpl_001KG_0009,Size,32
tmpl_001KG_0009,Size,33
tmpl_001KG_0009,Size,34
tmpl_001KG_0009,Size,36
tmpl_001KG_0009,Size,38
tmpl_001KG_0009,Size,40
tmpl_001KG_0011,Size,27
tmpl_001KG_0011,Size,28
tmpl_001KG_0011,Size,29
tmpl_001KG_0011,Size,30
